tipoTitulo	tituloPrimario	tituloOriginal	anoInicio	anoFim	duracaoMinutos	generos
movie	Let's Say It's Fate	Kader diyelim	1995		84	Horror,Thriller
movie	Downtown Locals	Downtown Locals	2006		84	Documentary
movie	My Country My Hat	My Country My Hat	1983		84	Drama
movie	Fan gun ba! Nan hai	Fan gun ba! Nan hai	2005		84	Documentary
tvSeries	Bulgaria and the Christianity	Bulgariya i hristiyanstvoto	2000		84	Documentary
movie	37 Uses for a Dead Sheep	37 Uses for a Dead Sheep	2006		84	Documentary
movie	The Secret of the Magic Gourd	Bao hu lu de bi mi	2007		84	Drama,Family
movie	Paid to Play	Paid to Play	2005		84	Documentary
movie	Tomorrow Morning	Sutra ujutru	2006		84	Drama
movie	SOS Tehran	SOS Tehran	2002		84	Documentary
movie	The Life of Reilly	The Life of Reilly	2006		84	Biography,Comedy,Documentary
movie	Unser America	Unser America	2005		84	Documentary
movie	Reno 911!: Miami	Reno 911!: Miami	2007		84	Comedy,Crime
movie	Killer Yacht Party	Dead in the Water	2006		83	Horror,Thriller
movie	Mañana al mar	Mañana al mar	2006		83	Documentary
movie	Trap	Trap	2006		83	Thriller
movie	Weapons	Weapons	2007		83	Crime,Drama
movie	Lista gamou	Lista gamou	2006		83	Comedy
movie	Kokoro to karada	Kokoro to karada	2004		83	Drama
movie	He's Such a Girl	He's Such a Girl	2009		83	Comedy,Drama,Romance
movie	The Other	El otro	2007		83	Drama
movie	Gecelerin kadini	Gecelerin kadini	1983		82	Drama,Romance
movie	Rene hjerter	Rene hjerter	2006		82	Drama
movie	Aniceto	Aniceto	2008		82	Drama,Musical,Romance
movie	Axegrinder	Axegrinder	2006		82	Horror
movie	Dominos: The Games We Play	Dominos: The Games We Play	2006		82	Action,Crime,Drama
movie	Wholetrain	Wholetrain	2006		82	Drama
movie	Liberté	Liberté	1989		82	Documentary
movie	Run Robot Run!	Run Robot Run!	2006		82	Comedy
movie	Heimatklänge	Heimatklänge	2007		82	Documentary
movie	Aogeba tôtoshi	Aogeba tôtoshi	2006		82	Drama
movie	10 Items or Less	10 Items or Less	2006		82	Comedy,Drama
movie	Motorcycle	Motorcycle	2006		81	Comedy,Drama
movie	Shokoladny bunt	Shokoladny bunt	1991		81	Comedy
movie	True Men	True Men	2006		81	Thriller
movie	Freeway	Freeway	2005		81	Documentary
movie	Altamont Now	Altamont Now	2008		81	Comedy,Musical
movie	Zombie Farm	Zombie Farm	2007		81	Horror
movie	Carnaval das Taras	Carnaval das Taras	1983		80	Comedy
movie	Depravados em Fúria	Depravados em Fúria	1983		80	Crime,Drama
movie	O Início do Sexo	O Início do Sexo	1983		80	Crime
movie	Kalde føtter	Kalde føtter	2006		80	Comedy
movie	A Little Party	A Little Party	2009		80	Comedy,Drama
movie	Five Is Too Many	Daseoseun neomu manha	2005		80	Drama
movie	Futboliye	Futboliye	1983		80	Comedy
movie	Ikimiz de sevdik	Ikimiz de sevdik	1983		80	Adventure,Drama
movie	Çocuklar çiçektir: Kuduz	Çocuklar çiçektir: Kuduz	1983		80	Adventure,Drama
movie	Desert Wind	Le souffle du désert	2005		80	Documentary
movie	The Quick and the Undead	The Quick and the Undead	2006		80	Action,Horror,Western
movie	Khent hreshtak	Khent hreshtak	2001		80	Drama
movie	Massage Parlor Murders!	Massage Parlor Murders!	1973		80	Crime,Mystery,Thriller
movie	Festival	Festival	2005		80	Documentary
movie	Pantomime	Pantomime	2004		80	Comedy
movie	Fortune	Fortune	2009		80	Drama
movie	Nou, dat was het dan!	Nou, dat was het dan!	2005		80	Documentary
movie	Interstate	Interstate	2007		80	Thriller
movie	Der Kegelkönig	Der Kegelkönig	1942		80	Comedy
movie	Chinese Restaurants: Beyond Frontiers	Chinese Restaurants: Beyond Frontiers	2005		80	Documentary
movie	Chinese Restaurants: Latin Passions	Chinese Restaurants: Latin Passions	2005		80	Documentary
movie	Chinese Restaurants: On the Islands	Chinese Restaurants: On the Islands	2004		80	Documentary
movie	Chinese Restaurants: Song of the Exile	Chinese Restaurants: Song of the Exile	2003		80	Documentary
movie	Chinese Restaurants: Three Continents	Chinese Restaurants: Three Continents	2004		80	Documentary
movie	Taxi Lovers	Taxi Lovers	2005		80	Thriller
movie	Minik	Minik	2005		80	Documentary
tvSeries	A vida por diante	A vida por diante	2006		80	Drama
movie	10 Tage im Oktober	10 Tage im Oktober	1989		80	Documentary
movie	Movajehe	Movajehe	2008		80	Drama
movie	Iliski	Iliski	1983		79	Drama
movie	Mädchen am Sonntag	Mädchen am Sonntag	2005		79	Biography,Documentary
movie	Che, la eterna mirada	Che, la eterna mirada	2005		79	Documentary
movie	Analar ölmez	Analar ölmez	1976		79	Drama
movie	Clube do Sexo	Clube do Sexo	1984		78	Comedy
movie	The Shutka Book of Records	Knjiga rekorda Sutke	2005		78	Documentary
movie	Refugee All Stars, Sierra Leone's	Sierra Leone's Refugee All Stars	2005		78	Documentary
movie	License Number One	Licencia nº 1	2008		78	Documentary
movie	Tracker	Tracker	2007		78	Action,Adventure,Thriller
movie	The Adventures of George the Projectionist	The Adventures of George the Projectionist	2006		78	Comedy,Romance
movie	Pray	Purei	2005		77	Horror
movie	Carícias Sensuais	Carícias Sensuais	1984		77	Drama
movie	Transa Brutal	Transa Brutal	1984		77	Crime
movie	Maza ispazintis	Maza ispazintis	1971		77	Drama
movie	L'étrangère	L'étrangère	2006		77	Drama
movie	Pixote, in Memoriam	Pixote, in memorian	2007		77	Documentary
movie	The Hero of Color City	The Hero of Color City	2014		77	Animation,Family
movie	Mario Schifano tutto	Mario Schifano tutto	2001		77	Documentary
movie	Herminamezö - Szellemjárás	Herminamezö - Szellemjárás	2006		77	Drama
movie	The Price of Doubt	Süphenin bedeli	1995		76	Horror,Thriller
movie	Niji no shita ni	Niji no shita ni	2005		76	Drama
movie	Piano Players Rarely Ever Play Together	Piano Players Rarely Ever Play Together	1982		76	Documentary,Music
movie	Kill the Moonlight	Kill the Moonlight	1994		76	Drama,Music
movie	Quartet	Quartet	1988		76	Drama
movie	The Last Season: The Life and Demolition of Baltimore's Memorial Stadium	The Last Season: The Life and Demolition of Baltimore's Memorial Stadium	2002		76	Documentary
movie	Luigi Einaudi. Diario dell'esilio svizzero	Luigi Einaudi. Diario dell'esilio svizzero	2000		75	Biography,Documentary,History
movie	If I Didn't Care	If I Didn't Care	2007		75	Mystery
movie	Sounds and Visions of Dreamtime	Sounds and Visions of Dreamtime	2005		75	Documentary
movie	Marcus	Marcus	2006		75	Horror,Thriller
movie	El Mascarado Massacre	El Mascarado Massacre	2006		75	Horror
movie	Los puños de una nación	Los puños de una nación	2005		75	Documentary
movie	L'héritage	L'héritage	2006		75	Drama
tvSeries	E o Resto São Cantigas	E o Resto São Cantigas	1981		75	Comedy
movie	Kalyi - Age of Darkness	Kalyi - Zeit der Finsternis	1993		75	Drama
movie	El Recodo	El Recodo	2005		75	Documentary
movie	Viceversa	Viceversa	2005		75	Documentary
movie	Men at Work	Kargaran mashghoole karand	2006		75	Comedy,Drama
movie	Operación Galeana	Operación Galeana	2000		74	Documentary
movie	Letters from the Other Side	Letters from the Other Side	2006		74	Documentary
movie	Lilla Jönssonligan och stjärnkuppen	Lilla Jönssonligan och stjärnkuppen	2006		74	Family
movie	In der Wüste	In der Wüste	1987		74	Drama
movie	The Beast Within	The Beast Within	2008		73	Documentary
movie	El velo de Berta	El velo de Berta	2005		73	Documentary
movie	Wolff Von Amerongen: Did He Commit Bancruptcy Offences?	Hat Wolff von Amerongen Konkursdelikte begangen?	2004		73	Crime,Documentary,History
movie	Ates Böcegi	Ates Böcegi	1975		73	Comedy
movie	EGG.	EGG.	2005		73	Horror,Mystery,Sci-Fi
movie	Entretien avec Anne Claire Poirier	Entretien avec Anne Claire Poirier	2005		72	Biography
movie	Growing Old	Growing Old	2006		72	Documentary
movie	Last Thoughts	Last Thoughts	2006		72	Documentary
movie	Sonja	Sonja	2006		72	Drama
movie	Entering Zion	Entering Zion	2005		72	Documentary
movie	The Peddler's Backpack	A Mochila do Mascate	2005		72	Documentary
movie	De rage et d'espoir	De rage et d'espoir	1994		72	Documentary
movie	Breaking the Barrier	Breaking the Barrier	2002		72	Documentary
movie	La scala di seta	La scala di seta	1963		71	Comedy,Music
movie	OLDK.	OLDK.	2004		71	Drama
movie	Homo Sapiens	Homo Sapiens	1983		70	Drama
movie	Fred	Fred	2005		70	Drama
movie	Billy Childish Is Dead	Billy Childish Is Dead	2005		70	Documentary
movie	It Pays to Be Funny	It Pays to Be Funny	1947		70	Comedy
movie	Snow	Snow	2005		70	Drama
movie	Ein Dichter in der Familie	Ein Dichter in der Familie	2006		70	Drama
movie	Confessioni di un borgataro	Confessioni di un borgataro	2005		70	Documentary
tvSeries	Revenge	Buhwal	2005		70	Crime,Drama,Mystery
movie	Alian	Alian	2005		69	Drama
movie	Gollywobler	Gollywobler	2000		69	Drama
tvSeries	Party Time	Party Time	1992	1993	69	Documentary
movie	Ori okeanis saidumloeba (2-seria)	Ori okeanis saidumloeba (2-seria)	1957		68	Adventure,Fantasy,Sci-Fi
movie	Druga strana Wellesa	Druga strana Wellesa	2005		67	Documentary
movie	Psykologens dagbog	Psykologens dagbog	1999		66	Drama
movie	Mussolini, Churchill e cartoline	Mussolini, Churchill e cartoline	2003		65	Documentary
movie	Voyage au pays De Rimbaud	Voyage au pays De Rimbaud	1983		65	Biography,Drama
movie	Dance Party, USA	Dance Party, USA	2006		65	Drama
movie	A Day in the Life of a 6 Ft. Black Man	A Day in the Life of a 6 Ft. Black Man	1995		65	Drama
movie	Naughty Gold Diggers	Asatte dansu	2005		63	Comedy,Drama
tvSeries	Sweet 18	Nang rang 18 seh	2004		63	Comedy,Romance
movie	Vater und Feind	Vater und Feind	2005		62	Documentary
movie	Sou Feia Mas Tô na Moda	Sou Feia Mas Tô na Moda	2005		61	Documentary
tvSeries	Conviction	Conviction	2006	2006	60	Crime,Drama,Mystery
tvSeries	Canto rodado (escuela de arte)	Canto rodado (escuela de arte)	1993		60	Comedy,Drama,Musical
tvSeries	I'm Bob, He's Dickie	I'm Bob, He's Dickie	1977	1978	60	Comedy
movie	Do You Remember Me?	Do You Remember Me?	2005		60	Documentary
tvSeries	Mujeres	Mujeres	2005		60	Comedy,Drama
tvSeries	Aujourd'hui Marianne	Aujourd'hui Marianne	2005		60	Talk-Show
movie	Die Judenschublade	Die Judenschublade	2005		60	Documentary
tvSeries	Bocage	Bocage	2006		60	Biography,Comedy,Drama
tvSeries	Obras do Max	Obras do Max	2005	2006	60	Game-Show
tvSeries	Alma pirata	Alma pirata	2006		60	Comedy,Romance
tvSeries	El refugio (de los sueños)	El refugio (de los sueños)	2006		60	Comedy,Drama,Musical
movie	Rita	Rita	1962		60	Comedy,Music
movie	La serva padrona	La serva padrona	1962		60	Comedy,Music
tvSeries	Juanita, la soltera	Juanita, la soltera	2006		60	Comedy,Romance
tvSeries	Queer Edge with Jack E. Jett	Queer Edge with Jack E. Jett & Sandra Bernhard	2005		60	Talk-Show
tvSeries	Riso e Ritmo	Riso e Ritmo	1964		60	Comedy
tvSeries	Sába dá bádu	Sába dá bádu	1981		60	Comedy
tvSeries	Skating with Celebrities	Skating with Celebrities	2006		60	Game-Show
tvSeries	Dirt	Dirt	2007	2008	60	Drama
movie	Hollywood at Its Best	Hollywood at Its Best	2006		60	Action,Documentary,Drama
tvSeries	Raging Planet	Raging Planet	1997		60	Documentary
tvSeries	De slimste	De slimste	2006		60	Game-Show
tvSeries	Taste	Taste	2005		60	Documentary
movie	La belgiq'kitsch	La belgiq'kitsch	1990		60	Documentary
movie	A Villa Madero	A Villa Madero	2004		60	Documentary
movie	Ayurveda: Mother of All Medicines	Ayurveda: Moeder van alle geneeswijzen	2005		60	Documentary
tvSeries	Living Famously	Living Famously	2002		60	Biography,Documentary
tvSeries	The Real Housewives of Orange County	The Real Housewives of Orange County	2006	2018	60	Reality-TV
movie	Der Marsch zum Führer	Der Marsch zum Führer	1940		60	Documentary
tvSeries	Montecristo	Montecristo	2006		60	Drama,Mystery,Romance
tvSeries	Death or Glory Boy	Death or Glory Boy	1974		60	Drama
tvSeries	Good Behaviour	Good Behaviour	1983		60	Drama
tvSeries	Archivos del más allá	Archivos del más allá	2003		60	Drama,Fantasy,Horror
tvSeries	High Stakes Poker	High Stakes Poker	2006		60	Game-Show,Reality-TV,Sport
tvSeries	Ice Diaries	Ice Diaries	2006		60	Documentary
tvSeries	Rollergirls	Rollergirls	2006		60	Reality-TV,Sport
movie	Festival mundial de poesía	Festival mundial de poesía	2005		60	Documentary
movie	Hanya: Portrait of a Pioneer	Hanya: Portrait of a Pioneer	1988		60	Documentary
tvSeries	El tiempo no para	El tiempo no para	2006		60	Comedy,Drama,Romance
tvSeries	Chiquititas sin fin	Chiquititas sin fin	2006		60	Comedy,Drama,Musical
tvSeries	Las noches blancas	Las noches blancas	2004		60	Documentary
tvSeries	Conversations with Michael Eisner	Conversations with Michael Eisner	2006		60	Talk-Show
tvSeries	Northern Lights	Northern Lights	2006		60	Comedy,Drama
tvSeries	Cekajuci metroa	Cekajuci metroa	1991	1993	60	Documentary
tvSeries	Kljucevi arkane	Kljucevi arkane	1991	1993	60	Fantasy
tvSeries	Pozdrav iz Beograda	Pozdrav iz Beograda	1993	1995	60	Family
tvSeries	DaySide	DaySide	2005		60	News,Talk-Show
tvSeries	The Lineup	The Lineup	2005		60	Crime,News,Talk-Show
tvSeries	Titanes en el ring	Titanes en el ring	1962		60	Sport
tvSeries	Uvda	Uvda	1993		60	News
tvSeries	Murder by the Book	Murder by the Book	2006		60	Crime,Documentary
tvSeries	Jugend in der DDR	Jugend in der DDR	2003		60	Biography
tvSeries	Attack of the Show!	Attack of the Show!	2005	2013	60	News
tvSeries	Country Requests Live	Country Requests Live	2000	2005	60	Music
tvSeries	Drei in einem Boot	Drei in einem Boot	1992	2004	60	Family,Music
tvSeries	A New Day in Eden	A New Day in Eden	1982	1983	60	Drama
tvSeries	CMT Hit Trip	CMT Hit Trip	1998	2000	60	Sport
movie	Wir leben im 21. Jahrhundert	Wir leben im 21. Jahrhundert	2004		60	Documentary
tvSeries	Champion Children	Champion Children	1992		60	Drama
tvSeries	A Love to Kill	I jukilnomui sarang	2005		60	Drama,Romance
tvSeries	Romance	Ro-mang-seu	2002		60	Comedy,Drama,Romance
tvSeries	Stained Glass	Yurihwa	2004		60	Drama
movie	La otra Galicia	La otra Galicia	2005		60	Documentary
tvSeries	The Company Men	The Company Men	1975		60	Drama
tvSeries	Dancing on Ice	Dancing on Ice	2006		60	Family,Reality-TV
tvSeries	DeporTV	DeporTV	1974		60	News,Sport
tvSeries	Frente a frente	Frente a frente	2001		60	Talk-Show
tvSeries	Hablemos claro	Hablemos claro	1995		60	Talk-Show
tvSeries	Lo que la gente cuenta	Lo que la gente cuenta	2005		60	Horror,Mystery,Thriller
tvSeries	The Nine Lives of Chloe King	The Nine Lives of Chloe King	2011	2011	60	Action,Adventure,Crime
tvSeries	Vanished	Vanished	2006		60	Drama,Mystery,Thriller
movie	Patu	Patu	2005		59	Drama
movie	Douleur d'amour	Douleur d'amour	1987		59	Documentary
movie	Bamboo in Winter	Bamboo in Winter	1991		58	Drama
tvSeries	Art in the Twenty-First Century	Art in the Twenty-First Century	2001		58	Documentary
movie	An Armenian Journey	An Armenian Journey	1988		58	Documentary,History
movie	Nandini	Nandini	2006		58	Documentary
movie	Sédition populaire	Sédition populaire	2005		58	Drama
movie	Buss	Buss	2004		58	Documentary
tvSeries	Davina	Davina	2006	2006	58	Talk-Show
movie	Made in China	Made in China	2005		58	Documentary
movie	Grass Ceiling	Grass Ceiling	2004		58	Documentary
movie	The Tunnel and Other Lies	The Tunnel and Other Lies	2005		57	Documentary
movie	Cuba sí... empre	Cuba sí... empre	2003		57	Documentary
movie	Battle for the Klamath	Battle for the Klamath	2005		56	Documentary
movie	For the Love of Dolly	For the Love of Dolly	2006		56	Documentary
movie	And Thereafter	And Thereafter	2005		56	Documentary
tvSeries	Sesno Reports	Sesno Reports	2004		56	News
movie	The Adventures of Sass Parilla the Singing Gorilla	The Adventures of Sass Parilla the Singing Gorilla	2005		56	Adventure,Comedy
movie	Alhamdoulilah!	Alhamdoulilah!	2004		56	Documentary
movie	De prijs van katoen	De prijs van katoen	2005		56	Documentary
movie	Walfänger in der Antarktis	Walfänger in der Antarktis	1939		55	Documentary
movie	Boyevoy kinosbornik 13: Nashi devushki	Boyevoy kinosbornik 13: Nashi devushki	1942		55	Drama,War
movie	Gallipoli: Death on the Beaches	Gallipoli: Death on the Beaches	2003		55	Documentary,War
movie	The Cure	Kuracja	2004		55	Documentary
movie	Life at the End of the Rainbow	Life at the End of the Rainbow	2002		55	Documentary
tvSeries	City West	City West	1984	1984	55	Drama
movie	Digitale dage - er det paven der taler	Digitale dage - er det paven der taler	2000		55	Documentary
movie	Invasión de los muñecos	Invasión de los muñecos	2005		55	Documentary
movie	Un drôle de zouave à l'Alma	Un drôle de zouave à l'Alma	2001		55	Documentary
movie	Portraits, traits privés	Portraits, traits privés	2005		55	Documentary
movie	Allohajo	Allohajo	2005		55	Documentary
movie	Straight to the Top	Straight to the Top	1999		55	Documentary
movie	Celia Cruz regresó a La Habana	Celia Cruz regresó a La Habana	2005		55	Documentary
tvSeries	A védelemé a szó	A védelemé a szó	1988		55	Crime,Drama
movie	Distantes, crónicas documentales: Isla Chaullín	Distantes, crónicas documentales: Isla Chaullín	2005		55	Documentary
tvSeries	Quelle aventure!	Quelle aventure!	2001		55	History
movie	Los hombres Mayas de Quintana Roo	Los hombres Mayas de Quintana Roo	2004		54	Documentary
movie	Mémoires arméniennes	Mémoires arméniennes	1993		54	Documentary
movie	Het nieuwe zilver	Het nieuwe zilver	2005		54	Documentary
movie	Radio qman txun, crónica de un pueblo maya	Radio qman txun, crónica de un pueblo maya	2005		54	Documentary
movie	Von der deutschen Scholle zur deutschen Hausfrau	Von der deutschen Scholle zur deutschen Hausfrau	1934		53	Documentary
movie	La fille du grand monsieur	La fille du grand monsieur	2005		53	Documentary
movie	Venice: Tides of Change	Venice: Tides of Change	2005		53	Documentary
movie	Children of Tibet	Children of Tibet	2003		53	Documentary
movie	Corazón@2000.com	Corazón@2000.com	2003		52	Documentary
movie	Aratte-spazanm, tservery, erkir	Aratte-spazanm, tservery, erkir	2002		52	Documentary
movie	De politicus	De politicus	2005		52	Documentary
movie	Mon pays au matin calme	Mon pays au matin calme	1995		52	Documentary
movie	Tucho Bouza, emperador do Bronx	Tucho Bouza, emperador do Bronx	2004		52	Documentary
movie	White Thunder	White Thunder	2002		52	Documentary
movie	Nylon blues	Nylon blues	1991		52	Documentary
movie	Pueblo en vilo	Pueblo en vilo	1995		52	Documentary
tvSeries	R.I.S. Police scientifique	R.I.S. Police scientifique	2006		52	Crime
movie	The Black Road	The Black Road	2005		52	Documentary
movie	Beauté grandeur nature	Beauté grandeur nature	2006		52	Documentary
movie	Cindy rêve d'argent	Cindy rêve d'argent	2001		52	Documentary
movie	Kizu (les fantômes de l'unité 731)	Kizu (les fantômes de l'unité 731)	2004		52	Documentary
movie	Les messieurs	Les messieurs	2005		52	Documentary
movie	Taq' pas la porte (ferme pas la porte)	Taq' pas la porte (ferme pas la porte)	1988		52	Documentary
movie	Urgences, les nuits des villes	Urgences, les nuits des villes	2005		52	Documentary
movie	Téléphonie mobile: sommes-nous tous des cobayes?	Téléphonie mobile: sommes-nous tous des cobayes?	2003		52	Documentary
movie	Bell viatge	Bell viatge	2005		52	Documentary
movie	¿Hasta cuándo bribri?	¿Hasta cuándo bribri?	2005		52	Documentary
movie	Arafat, mon frère	Arafat, mon frère	2005		52	Documentary
tvSeries	Phénomania	Phénomania	2005		52	Documentary
movie	Winterstürme	Winterstürme	1920		51	Drama
movie	Alí Primera: herido de vida	Alí Primera: herido de vida	2005		51	Documentary
tvSeries	Contact, l'encyclopédie de la création	Contact, l'encyclopédie de la création	2006		51	Documentary
movie	Los pastores de la huella	Los pastores de la huella	2005		51	Documentary
tvSeries	Lennie and Jerry	Lennie and Jerry	1978	1980	50	Comedy
tvSeries	Clube das Chaves	Clube das Chaves	2005		50	Adventure
tvSeries	O Cofre	O Cofre	2005		50	Game-Show
tvSeries	Cuidado com as Aparências	Cuidado com as Aparências	2000	2002	50	Comedy
tvSeries	LadyLand	LadyLand	2006		50	Comedy
tvSeries	Os Jika da Lapa	Os Jika da Lapa	2005		50	Comedy
tvSeries	Manobras de Diversão	Manobras de Diversão	2004	2005	50	Comedy
tvSeries	Maré Alta	Maré Alta	2004	2005	50	Comedy
tvSeries	Quando os Lobos Uivam	Quando os Lobos Uivam	2006		50	Drama
tvSeries	Segredo de Justiça	Segredo de Justiça	2001		50	Crime
tvSeries	Triângulo Jota	Triângulo Jota	2006		50	Adventure
movie	Dress Rehearsal: The Brave Hurr's Ta'Zieh	Tamrin-e akhar	2005		50	Documentary
tvSeries	Children's Hospital	Children's Hospital	1997		50	Drama
movie	Homenaje a nuestro tiempo	Homenaje a nuestro tiempo	2003		50	Documentary
tvSeries	Los excluidos	Los excluidos	2000		50	Documentary
tvSeries	Los marginados	Los marginados	1982	1991	50	Documentary
movie	Universal Tourist	Universal Tourist	2005		50	Documentary
movie	Frank and Marie	Frank and Marie	2003		50	Drama
tvSeries	Un canguro muy famoso	Un canguro muy famoso	2003		50	Family
tvSeries	Generación XXI	Generación XXI	2003		50	Game-Show
tvSeries	Irma de noche	Irma de noche	2003	2004	50	Talk-Show
tvSeries	Loco mundo loco	Loco mundo loco	2003		50	Comedy
tvSeries	Memoria de elefante	Memoria de elefante	2003		50	Game-Show
tvSeries	Panorama CMT	Panorama CMT	2005		50	Documentary
tvSeries	Siempre ellas	Siempre ellas	2005		50	Talk-Show
tvSeries	Vaya.com	Vaya.com	2003		50	Comedy
tvSeries	Melodias de Sempre	Melodias de Sempre	1960	1969	50	Musical
tvSeries	Caerdydd	Caerdydd	2006		50	Drama
tvSeries	BeMdinat Ha-Yehudim	BeMdinat Ha-Yehudim	2004		50	Documentary
tvSeries	Balderdash & Piffle	Balderdash & Piffle	2006		50	Documentary
tvSeries	Brits Abroad	Brits Abroad	2000		50	Documentary
movie	20,000 Leagues Under the Sea	20,000 Leagues Under the Sea	1985		50	Action,Adventure,Animation
tvSeries	The Pilgrim's Progress	The Pilgrim's Progress	1967		50	Drama
movie	Entre las cuerdas	Entre las cuerdas	2005		50	Documentary
movie	Digital Broadcast	Digital Broadcast	2006		50	Documentary
movie	Ararat Beckons	Ararat Beckons	1995		49	Documentary
movie	Mymym	Mymym	2005		49	Drama
tvSeries	Shipwrecked: Battle of the Islands	Shipwrecked: Battle of the Islands	2006		49	Reality-TV
movie	Little Waitress	Little Waitress	1932		49	Musical
tvSeries	Amor en custodia	Amor en custodia	2005		48	Drama,Romance
movie	El triángulo de Tacubaya	El triángulo de Tacubaya	2004		48	Documentary
movie	TV service	TV service	2006		48	Documentary
movie	Le chewing-gum, cet inconnu	Le chewing-gum, cet inconnu	1993		48	Documentary
tvSeries	Commando VIP	Commando VIP	2005		48	Reality-TV
movie	Nonfilm	Nonfilm	2002		48	Comedy
movie	The Veteran of Waterloo	The Veteran of Waterloo	1933		48	Drama
tvSeries	Tessa - Leben für die Liebe	Tessa - Leben für die Liebe	2006		48	Drama,Romance
movie	Las cubarauis	Las cubarauis	2005		48	Documentary
movie	Seven Weeks in November	Seven Weeks in November	2005		47	Action
tvSeries	Autobiography	Autobiography	2005		47	Biography,Documentary
movie	Among the Thorns	Bland Tistlar	2005		46	Animation
movie	Wooden Pistols	Haft-tirhaye choobi	1975		46	Drama
movie	Eigil Knuth - billedhugger, forfatter, polarforsker	Eigil Knuth - billedhugger, forfatter, polarforsker	2000		46	Documentary
tvSeries	Post Mortem	Post Mortem	2006		46	Crime
tvSeries	5 O'Clock Show	5 O'Clock Show	2006		46	Talk-Show
movie	Dial 999	Dial 999	1938		46	Crime,Drama
movie	Sona Chandi	Sona Chandi	1983		45	Comedy,Drama
movie	Kampf um Raum und Zeit	Kampf um Raum und Zeit	1937		45	Documentary
tvSeries	Der Mann, der keine Autos mochte	Der Mann, der keine Autos mochte	1984		45	Family
tvSeries	The Main Attraction	The Main Attraction	1983	1984	45	Comedy
tvSeries	Vuurzee	Vuurzee	2005	2009	45	Drama,Mystery,Romance
movie	Chez les mangeurs d'hommes	Chez les mangeurs d'hommes	1931		45	Documentary
tvSeries	Olvidarte Jamás	Olvidarte Jamás	2006		45	Romance
movie	Mirnaya zhizn	Mirnaya zhizn	2004		45	Documentary
tvSeries	Duel of Passions	Duelo de pasiones	2006		45	Drama,Romance
tvSeries	Heridas de amor	Heridas de amor	2006		45	Drama,Romance
tvSeries	La hija del mariachi	La hija del mariachi	2006		45	Drama,Music,Romance
tvSeries	Los Querendones	Los Querendones	2006		45	Drama,Romance
tvSeries	The Riches	The Riches	2007	2008	45	Comedy,Crime,Drama
tvSeries	Zatôichi monogatari	Zatôichi monogatari	1974	1979	45	Action,Adventure,Drama
tvSeries	Meidän jengi	Meidän jengi	2005		45	Comedy,Drama,Sport
tvSeries	The Prettiest Ugly Girl	La fea más bella	2006		45	Comedy,Drama,Romance
tvSeries	Bel Ami	Bel Ami	1971		45	Drama
tvSeries	John Macnab	John Macnab	1976		45	Drama
tvSeries	The New Road	The New Road	1973		45	Drama
tvSeries	Versteckte Kamera	Versteckte Kamera	1996	2003	45	Comedy,Family,Reality-TV
tvSeries	Cómplices	Cómplices	2006		45	Comedy,Drama,Romance
movie	Déluge	Déluge	2006		45	Drama
movie	Be Silent, My Sorrow, Be Silent	Molchi, grust... molchi	1918		45	Drama
tvSeries	Un paseo por Castilla-La Mancha	Un paseo por Castilla-La Mancha	2005		45	Documentary
movie	Chihuahua, un pueblo en lucha	Chihuahua, un pueblo en lucha	1976		45	Documentary
movie	De niña a madre	De niña a madre	2005		45	Documentary
tvSeries	Attack No. 1	Atakku no. 1	2005		45	Drama,Sport
movie	Utakata	Utakata	2005		45	Documentary
tvSeries	Warto kochac	Warto kochac	2005		45	Drama
movie	Über Stock und Stein - Unterwegs mit dem Grünthaler Stock-Car Club	Über Stock und Stein - Unterwegs mit dem Grünthaler Stock-Car Club	2004		45	Documentary
movie	Ode pavillonnaire	Ode pavillonnaire	2005		45	Documentary
movie	Tokyo In/Out	Tokyo In/Out	2005		45	Documentary
tvSeries	The Way We Live Now	The Way We Live Now	1969		45	Drama
tvSeries	What Maisie Knew	What Maisie Knew	1968		45	Drama
tvSeries	Ann Veronica	Ann Veronica	1964		45	Drama
tvSeries	The Rise and Fall of César Birotteau	The Rise and Fall of César Birotteau	1965		45	Drama
movie	Mechina: A Preparation	Mechina: A Preparation	2005		45	Documentary
movie	Mi huelva tiene una ría	Mi huelva tiene una ría	2005		45	Documentary
tvSeries	The Scarlet and the Black	The Scarlet and the Black	1965		45	Drama
movie	La sombra del vidrio	La sombra del vidrio	2001		45	Documentary
short	Dolores del Río - Princesa de México	Dolores del Río - Princesa de México	1999		44	Documentary,Short
tvSeries	Kobra. Antiterror	Kobra. Antiterror	2003		44	Action,Crime,Thriller
tvSeries	Make Me Perfect	Make Me Perfect	2006		44	Documentary
short	La resistencia	La resistencia	2005		43	Documentary,Short
short	Asleep at the Wheel on the Road to Nowhere	Asleep at the Wheel on the Road to Nowhere	2004		42	Drama,Short
short	Commandment Keeper Church, Beaufort South Carolina, May 1940	Commandment Keeper Church, Beaufort South Carolina, May 1940	1940		42	Documentary,Short
short	Le chant des oiseaux	Le chant des oiseaux	2005		42	Documentary,Short
short	Ay, mi amor	Ay, mi amor	2003		42	Documentary,Short
short	Robinson Crusoe Island	La isla de Robinson Crusoe	1999		41	Documentary,Short
short	Madrid	Madrid	2002		41	Documentary,Short
short	Mirada vacía	Mirada vacía	2004		40	Short
